date,close,volume,open,high,low,symbol
2020-12-29,3322.0,4872933,3309.94,3350.65,3281.223,AMZN
2020-12-28,3283.96,5686787,3194.0,3304.0,3172.69,AMZN
2020-12-24,3172.69,1451917,3193.9,3202.0,3169.0,AMZN
2020-12-23,3185.27,2093787,3205.0,3210.13,3184.17,AMZN
2020-12-22,3206.52,2381781,3202.843,3222.0,3180.08,AMZN
2020-12-21,3206.18,3836846,3200.01,3226.9666,3166.0,AMZN
2020-12-18,3201.65,5995713,3243.99,3249.42,3171.6,AMZN
2020-12-17,3236.08,3474347,3250.0,3263.51,3221.0,AMZN
2020-12-16,3240.96,4427616,3176.01,3247.0,3163.68,AMZN
2020-12-15,3165.12,3323686,3181.01,3188.4999,3130.49,AMZN
2020-12-14,3156.97,4155794,3143.0,3190.47,3126.0,AMZN
2020-12-11,3116.42,3064695,3096.66,3118.67,3072.82,AMZN
2020-12-10,3101.49,3030186,3088.99,3142.1,3076.0,AMZN
2020-12-09,3104.2,4100836,3167.89,3174.43,3088.0,AMZN
2020-12-08,3177.29,3286303,3158.9,3184.13,3120.02,AMZN
2020-12-07,3158.0,2751316,3156.48,3180.76,3141.69,AMZN
2020-12-04,3162.58,2913611,3198.21,3198.21,3158.76,AMZN
2020-12-03,3186.73,2892039,3205.46,3228.64,3181.31,AMZN
2020-12-02,3203.53,3129304,3221.65,3232.0,3173.2601,AMZN
2020-12-01,3220.08,4544382,3188.5,3248.95,3157.18,AMZN
2020-11-30,3168.04,4063916,3208.48,3228.39,3125.55,AMZN
2020-11-27,3195.34,2392867,3211.26,3216.19,3190.05,AMZN
2020-11-25,3185.07,3790403,3141.87,3198.0,3140.26,AMZN
2020-11-24,3118.06,3602102,3100.5,3134.25,3086.258,AMZN
2020-11-23,3098.39,4708887,3116.699,3139.745,3065.46,AMZN
2020-11-20,3099.4,3380138,3117.02,3132.89,3098.0456,AMZN
2020-11-19,3117.02,3010270,3105.31,3125.0,3080.92,AMZN
2020-11-18,3105.46,2916836,3134.0,3140.0,3105.1,AMZN
2020-11-17,3135.66,3444735,3183.545,3189.25,3135.26,AMZN
2020-11-16,3131.06,3808676,3093.2,3142.7,3072.685,AMZN
2020-11-13,3128.81,3762587,3122.0,3141.7227,3085.39,AMZN
2020-11-12,3110.28,4371208,3159.95,3175.88,3086.05,AMZN
2020-11-11,3137.39,4366923,3061.78,3139.145,3050.0,AMZN
2020-11-10,3035.02,6590956,3095.02,3114.0,3019.4828,AMZN
2020-11-09,3143.74,7190406,3231.03,3289.0,3112.1057,AMZN
2020-11-06,3311.37,4647330,3304.64,3322.0,3232.0,AMZN
2020-11-05,3322.0,5789285,3319.97,3366.8,3288.88,AMZN
2020-11-04,3241.16,6839041,3159.99,3244.85,3139.73,AMZN
2020-11-03,3048.41,4897880,3018.53,3074.9,2980.98,AMZN
2020-11-02,3004.48,7257350,3061.74,3079.705,2950.12,AMZN
2020-10-30,3036.15,8396081,3157.75,3167.004,3019.0,AMZN
2020-10-29,3211.01,6596529,3201.27,3257.25,3164.0,AMZN
2020-10-28,3162.78,5588330,3249.3,3264.02,3162.47,AMZN
2020-10-27,3286.33,4291047,3224.94,3291.66,3211.3,AMZN
2020-10-26,3207.04,5901151,3198.74,3282.9799,3153.3,AMZN
2020-10-23,3204.4,3466687,3191.0,3205.33,3140.0,AMZN
2020-10-22,3176.4,4212005,3189.87,3198.75,3121.94,AMZN
2020-10-21,3184.94,4592736,3212.5,3233.875,3160.0,AMZN
2020-10-20,3217.01,4509678,3222.28,3266.0,3192.01,AMZN
2020-10-19,3207.21,5223626,3299.61,3329.0,3192.735,AMZN
2020-10-16,3272.71,6474353,3363.23,3399.6606,3160.0,AMZN
2020-10-15,3338.65,5223448,3292.01,3355.88,3280.0,AMZN
2020-10-14,3363.71,5828916,3447.0,3464.88,3340.0,AMZN
2020-10-13,3443.63,5744697,3467.99,3492.38,3424.217,AMZN
2020-10-12,3442.93,8364198,3349.94,3496.24,3339.55,AMZN
2020-10-09,3286.65,4907871,3210.0,3288.99,3197.83,AMZN
2020-10-08,3190.55,3174114,3224.99,3233.2944,3174.99,AMZN
2020-10-07,3195.69,4309439,3135.0,3200.0,3132.385,AMZN
2020-10-06,3099.96,5086857,3165.0,3182.0,3090.0,AMZN
2020-10-05,3199.2,3775332,3145.84,3202.53,3140.85,AMZN
2020-10-02,3125.0,5613098,3153.63,3195.7965,3123.0,AMZN
2020-10-01,3221.26,4971922,3208.0,3224.0,3172.0,AMZN
2020-09-30,3148.73,4896101,3141.14,3212.88,3133.99,AMZN
2020-09-29,3144.88,3503398,3175.39,3188.26,3132.54,AMZN
2020-09-28,3174.05,4224165,3148.85,3175.04,3117.1684,AMZN
2020-09-25,3095.13,4615202,3054.86,3101.54,2999.0,AMZN
2020-09-24,3019.79,5529392,2977.79,3069.3,2965.0,AMZN
2020-09-23,2999.86,5652665,3120.43,3126.999,2992.3759,AMZN
2020-09-22,3128.99,6948816,3033.835,3133.99,3000.2,AMZN
2020-09-21,2960.47,6117925,2906.5,2962.0,2871.0,AMZN
2020-09-18,2954.91,8892580,3031.74,3037.8,2905.54,AMZN
2020-09-17,3008.73,6449050,3009.25,3029.432,2972.55,AMZN
2020-09-16,3078.1,4531189,3179.99,3187.238,3074.15,AMZN
2020-09-15,3156.13,4021535,3136.16,3175.02,3108.92,AMZN
2020-09-14,3102.97,4529596,3172.937,3187.39,3096.0,AMZN
2020-09-11,3116.22,5093982,3208.69,3217.3409,3083.98,AMZN
2020-09-10,3175.11,5330741,3307.219,3349.89,3170.55,AMZN
2020-09-09,3268.61,5188675,3202.99,3303.175,3185.0,AMZN
2020-09-08,3149.84,6094205,3144.0,3250.845,3130.0,AMZN
2020-09-04,3294.62,8781754,3318.0,3381.5,3111.13,AMZN
2020-09-03,3368.0,8161113,3485.0,3488.41,3303.0,AMZN
2020-09-02,3531.45,3931476,3547.0,3552.25,3486.685,AMZN
2020-09-01,3499.12,3476407,3489.58,3513.87,3467.0,AMZN
2020-08-31,3450.96,4185885,3408.99,3495.0,3405.0,AMZN
2020-08-28,3401.8,2896978,3423.0,3433.3699,3386.5,AMZN
2020-08-27,3400.0,4264795,3450.05,3453.0,3378.0,AMZN
2020-08-26,3441.85,6508743,3351.11,3451.7387,3344.5675,AMZN
2020-08-25,3346.49,3992842,3294.99,3357.4,3267.0,AMZN
2020-08-24,3307.46,4666258,3310.15,3380.315,3257.5608,AMZN
2020-08-21,3284.72,3575862,3295.0,3314.3962,3275.39,AMZN
2020-08-20,3297.37,3332478,3252.0,3312.62,3238.0,AMZN
2020-08-19,3260.48,4185137,3303.01,3315.9,3256.0001,AMZN
2020-08-18,3312.49,5345974,3212.0,3320.0,3205.8187,AMZN
2021-08-17,2746.01,1063701,2763.82,2774.37,2735.75,GOOG
2021-08-16,2778.32,902542,2760.0,2779.81,2723.315,GOOG
2021-08-13,2768.12,629029,2767.15,2773.48,2760.1,GOOG
2021-08-12,2767.79,732470,2754.26,2768.36,2735.58,GOOG
2021-08-11,2753.79,760483,2765.66,2776.955,2747.0,GOOG
2021-08-10,2761.93,801954,2761.59,2771.03,2744.53,GOOG
2021-08-09,2760.04,618978,2738.98,2766.43,2728.575,GOOG
2021-08-06,2740.72,678251,2725.9,2741.6009,2720.93,GOOG
2021-08-05,2738.8,593589,2720.57,2739.0,2712.0,GOOG
2021-08-04,2720.57,826357,2724.99,2730.76,2708.3,GOOG
2021-08-03,2725.6,953200,2720.0,2726.71,2683.67,GOOG
2021-08-02,2719.79,1007002,2709.69,2720.41,2693.39,GOOG
2021-07-30,2704.42,1197725,2710.22,2715.4273,2696.284,GOOG
2021-07-29,2730.81,964167,2727.612,2743.03,2722.76,GOOG
2021-07-28,2727.63,2734417,2771.24,2793.52,2727.0,GOOG
2021-07-27,2735.93,2108153,2800.22,2800.22,2702.0,GOOG
2021-07-26,2792.89,1152623,2765.0,2794.26,2753.0201,GOOG
2021-07-23,2756.32,1318887,2705.2,2776.17,2694.01,GOOG
2021-07-22,2666.57,680407,2653.0,2670.09,2648.0,GOOG
2021-07-21,2652.01,737082,2615.74,2652.345,2612.03,GOOG
2021-07-20,2622.03,954156,2600.08,2640.0271,2583.7675,GOOG
2021-07-19,2585.08,1285466,2623.11,2624.94,2570.74,GOOG
2021-07-16,2636.91,743059,2632.82,2643.66,2616.43,GOOG
2021-07-15,2625.33,829316,2650.0,2651.9,2611.96,GOOG
2021-07-14,2641.65,895927,2638.03,2659.9199,2637.96,GOOG
2021-07-13,2619.89,830898,2617.63,2640.8399,2612.74,GOOG
2021-07-12,2611.28,847546,2596.67,2615.4,2592.0,GOOG
2021-07-09,2591.49,755466,2578.89,2596.99,2578.87,GOOG
2021-07-08,2583.54,988975,2565.0,2600.65,2560.8,GOOG
2021-07-07,2601.55,834186,2606.82,2612.7983,2595.2,GOOG
2021-07-06,2595.42,1067517,2588.99,2597.69,2568.18,GOOG
2021-07-02,2574.38,1058256,2536.79,2576.96,2535.38,GOOG
2021-07-01,2527.37,856230,2496.995,2529.25,2496.995,GOOG
2021-06-30,2506.32,1200478,2513.071,2516.0,2495.15,GOOG
2021-06-29,2520.37,1047478,2535.45,2540.0,2508.74,GOOG
2021-06-28,2536.39,1405543,2540.0,2546.74,2519.4756,GOOG
2021-06-25,2539.9,1674297,2539.14,2550.1,2528.88,GOOG
2021-06-24,2545.64,946662,2541.07,2550.71,2539.2,GOOG
2021-06-23,2529.23,984658,2531.0,2555.92,2525.04,GOOG
2021-06-22,2539.99,1049310,2529.0,2545.4,2520.53,GOOG
2021-06-21,2529.1,1312826,2514.8,2540.7349,2502.685,GOOG
2021-06-18,2511.35,2665310,2514.11,2527.78,2492.06,GOOG
2021-06-17,2527.42,1287791,2510.46,2543.93,2510.3,GOOG
2021-06-16,2513.93,1315838,2524.95,2530.47,2482.9994,GOOG
2021-06-15,2520.66,1109130,2530.44,2537.24,2512.97,GOOG
2021-06-14,2527.04,1127522,2513.39,2528.23,2500.94,GOOG
2021-06-11,2513.93,1262309,2524.92,2526.99,2498.29,GOOG
2021-06-10,2521.6,1561733,2494.01,2523.26,2494.0,GOOG
2021-06-09,2491.4,1006337,2499.5,2505.0,2487.33,GOOG
2021-06-08,2482.85,1253253,2479.9,2494.495,2468.24,GOOG
2021-06-07,2466.09,1192453,2451.32,2468.0,2441.0725,GOOG
2021-06-04,2451.76,1297434,2422.52,2453.859,2417.77,GOOG
2021-06-03,2404.61,917291,2395.02,2409.745,2382.83,GOOG
2021-06-02,2421.28,858105,2435.31,2442.0,2404.2,GOOG
2021-06-01,2429.81,958289,2422.0,2437.9709,2404.88,GOOG
2021-05-28,2411.56,1205382,2421.96,2428.14,2407.69,GOOG
2021-05-27,2402.51,1948113,2436.94,2440.0,2402.0,GOOG
2021-05-26,2433.53,1092819,2412.835,2442.944,2412.515,GOOG
2021-05-25,2409.07,941928,2420.0,2432.89,2402.99,GOOG
2021-05-24,2406.67,1062189,2367.0,2418.48,2360.11,GOOG
2021-05-21,2345.1,1141632,2365.99,2368.9999,2342.37,GOOG
2021-05-20,2356.09,1191593,2328.04,2360.34,2321.09,GOOG
2021-05-19,2308.71,967544,2264.4,2316.76,2263.52,GOOG
2021-05-18,2303.43,865119,2336.906,2343.15,2303.16,GOOG
2021-05-17,2321.41,991792,2309.32,2323.34,2295.0,GOOG
2021-05-14,2316.16,1331248,2291.83,2321.14,2283.32,GOOG
2021-05-13,2261.97,1333508,2261.09,2276.6012,2242.72,GOOG
2021-05-12,2239.08,1746664,2261.71,2285.37,2230.05,GOOG
2021-05-11,2308.76,1605548,2291.86,2322.0,2283.0,GOOG
2021-05-10,2341.66,1300271,2374.89,2378.0,2334.73,GOOG
2021-05-07,2398.69,1163892,2400.0,2416.41,2390.0,GOOG
2021-05-06,2381.35,1030859,2350.64,2382.71,2342.3382,GOOG
2021-05-05,2356.74,1090275,2368.42,2382.2,2351.41,GOOG
2021-05-04,2354.25,1756015,2369.74,2379.26,2311.7,GOOG
2021-05-03,2395.17,1689389,2402.72,2419.7,2384.5,GOOG
2021-04-30,2410.12,1957130,2404.49,2427.14,2402.16,GOOG
2021-04-29,2429.89,1977677,2410.33,2436.52,2402.28,GOOG
2021-04-28,2379.91,2986439,2407.145,2452.378,2374.85,GOOG
2021-04-27,2307.12,1598583,2336.0,2337.45,2304.27,GOOG
2021-04-26,2326.74,1041650,2319.93,2341.26,2313.84,GOOG
2021-04-23,2315.3,1435162,2283.47,2325.82,2278.21,GOOG
2021-04-22,2267.92,1054808,2293.23,2303.7621,2256.45,GOOG
2021-04-21,2293.29,1196731,2285.25,2295.32,2258.57,GOOG
2021-04-20,2293.63,1088749,2307.89,2309.6,2271.71,GOOG
2021-04-19,2302.4,1234445,2291.98,2318.45,2287.845,GOOG
2021-04-16,2297.76,1130090,2303.0,2306.44,2284.45,GOOG
2021-04-15,2296.66,1373612,2276.98,2306.5965,2266.0,GOOG
2021-04-14,2254.84,1010967,2275.16,2277.99,2249.19,GOOG
2021-04-13,2267.27,1165804,2261.47,2277.21,2256.09,GOOG
2021-04-12,2254.79,1565851,2266.25,2275.32,2238.465,GOOG
2021-04-09,2285.88,1044365,2256.7,2289.04,2253.7139,GOOG
2021-04-08,2265.44,1358259,2277.96,2284.005,2257.68,GOOG
2021-04-07,2249.68,1289861,2226.13,2255.0,2225.3303,GOOG
2021-04-06,2224.75,1353036,2222.5,2237.66,2214.8,GOOG
2021-04-05,2225.55,2164875,2152.94,2237.31,2151.62,GOOG
2021-04-01,2137.75,1698978,2097.95,2142.94,2096.89,GOOG
2021-03-31,2068.63,1459930,2059.12,2093.3273,2056.745,GOOG
2021-03-30,2055.54,1036774,2057.63,2070.78,2044.03,GOOG
2021-03-29,2055.95,1229777,2027.88,2058.43,2015.62,GOOG
2021-03-26,2035.55,1493800,2038.86,2050.99,2014.0201,GOOG
2021-03-25,2044.36,1418907,2044.81,2058.87,2010.73,GOOG
2021-03-24,2045.06,1154029,2065.37,2078.21,2041.555,GOOG
2021-03-23,2052.96,1366997,2051.7,2072.3025,2039.22,GOOG
2021-03-22,2038.59,1954816,2041.84,2057.99,2026.07,GOOG
2021-03-19,2043.2,2314893,2042.05,2053.1,2017.68,GOOG
2021-03-18,2036.22,1362430,2061.0,2075.5,2033.55,GOOG
2021-03-17,2091.08,1299016,2076.03,2109.78,2054.0,GOOG
2021-03-16,2092.52,1491564,2078.99,2123.56,2070.0,GOOG
2021-03-15,2066.49,1298325,2062.3,2067.06,2043.51,GOOG
2021-03-12,2061.92,1725794,2085.0,2090.26,2047.55,GOOG
2021-03-11,2114.77,1239080,2074.06,2125.7,2072.38,GOOG
2021-03-10,2055.03,1268592,2071.76,2075.0,2033.37,GOOG
2021-03-09,2052.7,1697306,2070.0,2078.04,2047.83,GOOG
2021-03-08,2024.17,1647429,2101.13,2128.81,2021.61,GOOG
2021-03-05,2108.54,2195218,2073.12,2118.11,2046.415,GOOG
2021-03-04,2049.09,2118006,2023.37,2089.24,2020.27,GOOG
2021-03-03,2026.71,1484181,2067.21,2088.518,2010.0,GOOG
2021-03-02,2075.84,1134595,2076.19,2104.37,2071.26,GOOG
2021-03-01,2081.51,1405115,2056.52,2086.52,2046.1,GOOG
2021-02-26,2036.86,2083801,2050.52,2071.0099,2016.06,GOOG
2021-02-25,2031.36,1828432,2067.45,2094.88,2021.29,GOOG
2021-02-24,2095.17,1248349,2041.83,2100.78,2038.13,GOOG
2021-02-23,2070.86,1667377,2025.01,2082.01,2002.02,GOOG
2021-02-22,2064.88,1367533,2067.0,2091.42,2062.14,GOOG
2021-02-19,2101.14,1457612,2119.27,2130.53,2097.41,GOOG
2021-02-18,2117.2,1121855,2110.39,2132.735,2103.71,GOOG
2021-02-17,2128.31,1070941,2100.0,2133.66,2098.92,GOOG
2021-02-16,2121.9,1133838,2104.36,2152.68,2104.36,GOOG
2021-02-12,2104.11,855865,2090.25,2108.82,2083.13,GOOG
2021-02-11,2095.89,945650,2099.51,2102.03,2077.32,GOOG
2021-02-10,2095.38,1135464,2094.21,2108.37,2063.09,GOOG
2021-02-09,2083.51,889850,2078.54,2105.13,2078.54,GOOG
2021-02-08,2092.91,1242411,2105.91,2123.5469,2072.0,GOOG
2021-02-05,2098.0,1535135,2070.0,2102.51,2059.33,GOOG
2021-02-04,2062.37,1852329,2068.89,2078.55,2042.59,GOOG
2021-02-03,2070.07,4118170,2073.0,2116.5,2018.38,GOOG
2021-02-02,1927.51,2273723,1922.56,1955.76,1914.49,GOOG
2021-02-01,1901.35,1602182,1853.57,1922.3918,1850.93,GOOG
2021-01-29,1835.74,1612552,1846.17,1857.28,1810.2,GOOG
2021-01-28,1863.11,1773138,1843.94,1898.83,1842.64,GOOG
2021-01-27,1830.79,2748292,1882.53,1890.0,1809.0,GOOG
2021-01-26,1917.24,1313139,1888.84,1925.0,1884.245,GOOG
2021-01-25,1899.4,1927320,1920.67,1929.58,1867.53,GOOG
2021-01-22,1901.05,1272232,1895.68,1910.95,1881.76,GOOG
2021-01-21,1891.25,2063932,1898.0,1934.86,1887.11,GOOG
2021-01-20,1886.9,2490258,1831.46,1903.71,1825.53,GOOG
2021-01-19,1790.86,1734614,1752.25,1809.275,1741.46,GOOG
2021-01-15,1736.19,1342170,1738.19,1756.0,1721.55,GOOG
2021-01-14,1740.18,1179477,1753.62,1775.01,1733.4,GOOG
2021-01-13,1754.4,1094131,1738.58,1765.035,1738.01,GOOG
2021-01-12,1746.55,1357691,1753.92,1778.04,1725.31,GOOG
2021-01-11,1766.72,1209735,1786.07,1794.315,1760.5201,GOOG
2021-01-08,1807.21,2051002,1787.98,1809.84,1773.535,GOOG
2021-01-07,1787.25,2265022,1740.06,1788.4,1737.05,GOOG
2021-01-06,1735.29,2602114,1702.63,1748.0,1699.0,GOOG
2021-01-05,1740.92,1145347,1725.0,1747.67,1718.015,GOOG
2021-01-04,1728.24,1901855,1757.54,1760.65,1707.85,GOOG
2020-12-31,1751.88,1012240,1735.42,1758.93,1735.42,GOOG
2020-12-30,1739.52,1306130,1762.01,1765.095,1725.6,GOOG
2020-12-29,1758.72,1299395,1787.79,1792.44,1756.09,GOOG
2020-12-28,1776.09,1393033,1751.635,1790.7276,1746.335,GOOG
2020-12-24,1738.85,346753,1735.0,1746.0,1729.11,GOOG
2020-12-23,1732.38,1033917,1728.11,1747.99,1725.04,GOOG
2020-12-22,1723.5,938346,1734.43,1737.405,1712.575,GOOG
2020-12-21,1739.37,1828378,1713.51,1740.85,1699.0,GOOG
2020-12-18,1731.01,4016353,1754.18,1755.11,1720.22,GOOG
2020-12-17,1747.9,1624744,1768.51,1771.7836,1738.66,GOOG
2020-12-16,1763.0,1513543,1772.88,1773.0,1756.08,GOOG
2020-12-15,1767.77,1482261,1764.42,1771.42,1749.95,GOOG
2020-12-14,1760.06,1600173,1775.0,1797.39,1757.215,GOOG
2020-12-11,1781.77,1220651,1763.06,1784.45,1760.0,GOOG
2020-12-10,1775.33,1362848,1769.8,1781.31,1740.32,GOOG
2020-12-09,1784.13,1507558,1812.01,1834.27,1767.81,GOOG
2020-12-08,1818.55,1096319,1810.1,1821.9,1796.2047,GOOG
2020-12-07,1819.48,1320946,1819.0,1832.37,1805.78,GOOG
2020-12-04,1827.99,1378166,1824.52,1833.16,1816.99,GOOG
2020-12-03,1826.77,1227298,1824.01,1847.2,1822.65,GOOG
2020-12-02,1827.95,1222032,1798.1,1835.65,1789.4725,GOOG
2020-12-01,1798.1,1739045,1774.37,1824.83,1769.37,GOOG
2020-11-30,1760.74,1823836,1781.184,1788.065,1755.0,GOOG
2020-11-27,1793.19,884916,1773.09,1804.0,1772.44,GOOG
2020-11-25,1771.43,1046122,1772.89,1778.54,1756.54,GOOG
2020-11-24,1768.88,1579703,1730.5,1771.6,1727.69,GOOG
2020-11-23,1734.86,2161975,1749.6,1753.9,1717.72,GOOG
2020-11-20,1742.19,2313655,1765.21,1774.0,1741.86,GOOG
2020-11-19,1763.92,1249910,1738.38,1769.5897,1737.005,GOOG
2020-11-18,1746.78,1173466,1765.23,1773.47,1746.14,GOOG
2020-11-17,1770.15,1147114,1776.94,1785.0,1767.0,GOOG
2020-11-16,1781.38,1246785,1771.7,1799.07,1767.69,GOOG
2020-11-13,1777.02,1500574,1757.63,1781.04,1744.55,GOOG
2020-11-12,1749.84,1248754,1747.63,1768.27,1745.6,GOOG
2020-11-11,1752.71,1263966,1750.0,1764.22,1747.365,GOOG
2020-11-10,1740.39,2636142,1731.09,1763.0,1717.3,GOOG
2020-11-09,1763.0,2268270,1790.9,1818.06,1760.02,GOOG
2020-11-06,1761.75,1661225,1753.95,1772.43,1740.35,GOOG
2020-11-05,1763.37,2065812,1781.0,1793.64,1750.51,GOOG
2020-11-04,1749.13,3570927,1710.28,1771.365,1706.0301,GOOG
2020-11-03,1650.21,1661653,1631.78,1661.7,1616.6201,GOOG
2020-11-02,1626.03,2535446,1628.16,1660.77,1616.03,GOOG
2020-10-30,1621.01,4330862,1672.11,1687.0,1604.46,GOOG
2020-10-29,1567.24,2003064,1522.36,1593.71,1522.24,GOOG
2020-10-28,1516.62,1833959,1559.74,1561.35,1514.62,GOOG
2020-10-27,1604.26,1229002,1595.67,1606.845,1582.78,GOOG
2020-10-26,1590.45,1853254,1625.01,1638.24,1576.5,GOOG
2020-10-23,1641.0,1375844,1626.07,1642.36,1620.51,GOOG
2020-10-22,1615.33,1434042,1593.05,1621.99,1585.0,GOOG
2020-10-21,1593.31,2568345,1573.33,1618.73,1571.6301,GOOG
2020-10-20,1555.93,2242572,1527.05,1577.5,1525.67,GOOG
2020-10-19,1534.61,1607075,1580.46,1588.15,1528.0,GOOG
2020-10-16,1573.01,1435137,1565.85,1581.13,1563.0,GOOG
2020-10-15,1559.13,1540817,1547.15,1575.105,1545.03,GOOG
2020-10-14,1568.08,1930990,1578.59,1587.6841,1550.53,GOOG
2020-10-13,1571.68,1601043,1583.73,1590.0,1563.2,GOOG
2020-10-12,1569.15,2482560,1543.0,1593.86,1532.57,GOOG
2020-10-09,1515.22,1435542,1494.7,1516.52,1489.45,GOOG
2020-10-08,1485.93,1187831,1465.09,1490.0,1465.09,GOOG
2020-10-07,1460.29,1746156,1464.29,1468.96,1436.0,GOOG
2020-10-06,1453.44,1245423,1475.58,1486.76,1448.5901,GOOG
2020-10-05,1486.02,1113257,1466.21,1488.21,1464.27,GOOG
2020-10-02,1458.42,1284071,1462.03,1483.2,1450.92,GOOG
2020-10-01,1490.09,1779497,1484.27,1499.04,1479.21,GOOG
2020-09-30,1469.6,1701608,1466.8,1489.75,1459.88,GOOG
2020-09-29,1469.33,979102,1470.39,1476.6632,1458.805,GOOG
2020-09-28,1464.52,2007941,1474.21,1476.8,1449.3012,GOOG
2020-09-25,1444.96,1323375,1432.63,1450.0,1413.34,GOOG
2020-09-24,1428.29,1450216,1411.03,1443.7088,1409.85,GOOG
2020-09-23,1415.21,1657350,1458.78,1460.96,1407.7,GOOG
2020-09-22,1465.46,1583201,1450.09,1469.52,1434.53,GOOG
2020-09-21,1431.16,2888827,1440.06,1448.36,1406.55,GOOG
2020-09-18,1459.99,3103882,1498.01,1503.0032,1437.13,GOOG
2020-09-17,1495.53,1879751,1496.0,1508.2984,1470.0001,GOOG
2020-09-16,1520.9,1312299,1555.54,1562.0,1519.82,GOOG
2020-09-15,1541.44,1331082,1536.0,1559.57,1531.835,GOOG
2020-09-14,1519.28,1696589,1539.005,1563.9999,1515.74,GOOG
2020-09-11,1520.72,1597087,1536.0,1575.2,1497.36,GOOG
2020-09-10,1532.02,1618557,1560.64,1584.081,1525.805,GOOG
2020-09-09,1556.96,1774704,1557.53,1569.0,1536.0511,GOOG
2020-09-08,1532.39,2610884,1533.51,1563.865,1528.01,GOOG
2020-09-04,1591.04,2608568,1624.26,1645.11,1547.6125,GOOG
2020-09-03,1641.84,3107763,1709.7143,1709.7143,1615.06,GOOG
2020-09-02,1728.28,2511180,1673.7754,1733.1799,1666.3301,GOOG
2020-09-01,1660.71,1826655,1636.63,1665.73,1632.22,GOOG
2020-08-31,1634.18,1823406,1647.89,1647.965,1630.31,GOOG
2020-08-28,1644.41,1499782,1633.49,1647.1699,1630.75,GOOG
2020-08-27,1634.33,1861602,1653.68,1655.0,1625.75,GOOG
2020-08-26,1652.38,3581072,1608.0,1659.22,1603.6,GOOG
2020-08-25,1608.22,2132084,1582.07,1611.62,1582.07,GOOG
2020-08-24,1588.2,1410229,1593.98,1614.17,1580.57,GOOG
2020-08-21,1580.42,1446453,1577.03,1597.72,1568.005,GOOG
2020-08-20,1581.75,1706877,1543.45,1585.87,1538.2,GOOG
2020-08-19,1547.53,1660611,1553.31,1573.68,1543.95,GOOG
2020-08-18,1558.6,2027086,1526.18,1562.47,1523.71,GOOG
2021-08-17,293.08,20075250,292.39,293.43,291.08,MSFT
2021-08-16,294.6,22516030,293.19,294.82,290.02,MSFT
2021-08-13,292.85,18249050,289.48,292.9,289.3,MSFT
2021-08-12,289.81,14570390,286.63,289.97,286.34,MSFT
2021-08-11,286.95,13955930,287.21,288.66,285.86,MSFT
2021-08-10,286.44,18616580,288.8,289.25,285.2,MSFT
2021-08-09,288.33,16117630,289.75,291.55,287.81,MSFT
2021-08-06,289.46,16589340,288.505,289.5,287.6238,MSFT
2021-08-05,289.52,13900170,286.88,289.63,286.1,MSFT
2021-08-04,286.51,16191300,286.22,287.5883,284.65,MSFT
2021-08-03,287.12,17879050,285.42,287.23,284.0,MSFT
2021-08-02,284.82,16267360,286.36,286.775,283.74,MSFT
2021-07-30,284.91,20944850,285.17,286.66,283.91,MSFT
2021-07-29,286.5,18168290,286.235,288.618,286.08,MSFT
2021-07-28,286.22,33566850,288.99,290.15,283.8303,MSFT
2021-07-27,286.54,33604070,289.43,289.575,282.95,MSFT
2021-07-26,289.05,23176070,289.0,289.69,286.642,MSFT
2021-07-23,289.67,22768070,287.37,289.99,286.5,MSFT
2021-07-22,286.14,23384060,283.84,286.42,283.42,MSFT
2021-07-21,281.4,24364320,278.905,281.52,277.29,MSFT
2021-07-20,279.32,26259740,278.03,280.97,276.26,MSFT
2021-07-19,277.01,32935630,278.934,280.37,274.45,MSFT
2021-07-16,280.75,26186850,282.07,284.1,279.46,MSFT
2021-07-15,281.03,22604230,282.0,282.51,279.83,MSFT
2021-07-14,282.51,23113660,282.345,283.66,280.55,MSFT
2021-07-13,280.98,26120130,277.52,282.8477,277.39,MSFT
2021-07-12,277.32,18931700,279.157,279.77,276.58,MSFT
2021-07-09,277.94,23916670,275.72,278.05,275.32,MSFT
2021-07-08,277.42,24618590,276.9,278.73,274.87,MSFT
2021-07-07,279.93,23260030,279.4,280.6945,277.15,MSFT
2021-07-06,277.66,31565560,278.03,279.3698,274.3,MSFT
2021-07-02,277.65,26474410,272.82,278.0,272.5,MSFT
2021-07-01,271.6,16725320,269.61,271.84,269.6,MSFT
2021-06-30,270.9,21656460,270.69,271.3598,269.6043,MSFT
2021-06-29,271.4,19937810,268.865,271.65,267.98,MSFT
2021-06-28,268.72,19590020,266.185,268.9,265.91,MSFT
2021-06-25,265.02,25611110,266.23,267.25,264.76,MSFT
2021-06-24,266.69,21446870,266.16,267.85,265.47,MSFT
2021-06-23,265.275,19518680,265.99,266.83,264.43,MSFT
2021-06-22,265.51,24694090,262.72,265.79,262.4,MSFT
2021-06-21,262.63,26696120,259.82,263.52,257.92,MSFT
2021-06-18,259.43,37202220,259.63,262.3,258.75,MSFT
2021-06-17,260.9,27565540,256.065,261.75,256.01,MSFT
2021-06-16,257.38,27219960,259.4,260.58,254.42,MSFT
2021-06-15,258.36,18038930,259.775,259.99,257.68,MSFT
2021-06-14,259.89,19150510,257.9,259.95,256.8,MSFT
2021-06-11,257.89,18999730,257.985,258.4868,256.61,MSFT
